Ticker,Industry,Sector,Address1,Address2,City,Zip,State,EarningDate1,EarningDate2,Cik,Isin,Cusip,WebSite,Sensibility
LEN,Residential Construction,Consumer Cyclical,5505 Blue Lagoon Drive,,Miami,33126,FL,,,0000920760,US5260571048,526057104,lennar.com,Cyclical
LEN.B,Residential Construction,Consumer Cyclical,5505 Blue Lagoon Drive,,Miami,33126,FL,,,,,,lennar.com,Cyclical
LEVI,Apparel Manufacturing,Consumer Cyclical,Levi's Plaza,1155 Battery Street,San Francisco,94111,CA,,,0000094845,US52736R1023,52736R102,levistrauss.com,Cyclical
LFST,Medical Care Facilities,Healthcare,4800 N. Scottsdale Road,Suite 6000,Scottsdale,85251,AZ,,,0001845257,US53228F1012,53228F101,lifestance.com,Defensive
LFUS,Electronic Components,Technology,8755 West Higgins Road,Suite 500,Chicago,60631,IL,,,0000889331,US5370081045,537008104,littelfuse.com,Cyclical
LGIH,Residential Construction,Consumer Cyclical,1450 Lake Robbins Drive,Suite 430,The Woodlands,77380,TX,,,0001580670,US50187T1060,50187T106,lgihomes.com,Cyclical
LH,Diagnostics & Research,Healthcare,358 South Main Street,,Burlington,27215,NC,,,0000920148,US50540R4092,50540R409,labcorp.com,Defensive
LHX,Aerospace & Defense,Industrials,1025 West NASA Boulevard,,Melbourne,32919,FL,,,0000202058,US5024311095,502431109,l3harris.com,Defensive
LI,Auto Manufacturers,Consumer Cyclical,11 Wenliang Street,Shunyi District,Beijing,101399,,,,0001791706,US50202M1027,50202M102,lixiang.com,Cyclical
LII,Building Products & Equipment,Industrials,2140 Lake Park Blvd.,,Richardson,75080,TX,,,0001069202,US5261071071,526107107,lennoxinternational.com,Cyclical
LIN,Specialty Chemicals,Basic Materials,"Forge, 43 Church Street West",,Woking,GU21 6HT,,,,0001707925,IE00BZ12WP82,50202M102,linde.com,Cyclical
LITE,Communication Equipment,Technology,1001 Ridder Park Drive,,San Jose,95131,CA,,,0001633978,US55024U1097,55024U109,lumentum.com,Both
LIVN,Medical Devices,Healthcare,20 Eastbourne Terrace,,London,W2 6LG,,,,0001639691,GB00BYMT0J19,G5509L101,livanova.com,Defensive
LKQ,Auto Parts,Consumer Cyclical,500 West Madison Street,Suite 2800,Chicago,60661,IL,,,0001065696,US5018892084,501889208,lkqcorp.com,Cyclical
LLY,Drug Manufacturers - General,Healthcare,Lilly Corporate Center,,Indianapolis,46285,IN,,,0000059478,US5324571083,532457108,lilly.com,Defensive
LMT,Aerospace & Defense,Industrials,6801 Rockledge Drive,,Bethesda,20817,MD,,,0000936468,US5398301094,539830109,lockheedmartin.com,Defensive
LNC,Insurance - Life,Financial Services,150 North Radnor-Chester Road,Suite A305,Radnor,19087,PA,,,0000059558,US5341871094,534187109,lfg.com,Cyclical
LNG,Oil & Gas Midstream,Energy,700 Milam Street,Suite 1900,Houston,77002,TX,,,0000003570,US16411R2085,16411R208,cheniere.com,Cyclical
LNT,Utilities - Regulated Electric,Utilities,4902 North Biltmore Lane,,Madison,53718,WI,,,0000352541,US0188021085,018802108,alliantenergy.com,Defensive
LNTH,Drug Manufacturers - Specialty & Generic,Healthcare,201 Burlington Road,South Building,Bedford,01730,MA,,,0001521036,US5165441032,516544103,lantheus.com,Defensive
LNW,Gambling,Consumer Cyclical,6601 Bermuda Road,,Las Vegas,89119,NV,,,0000750004,,80874P109,lnw.com,Cyclical
LOGI,Computer Hardware,Technology,Daniel Borel Innovation Center,EPFL - Quartier de l'Innovation,Lausanne,1015,,,,0001032975,CH0025751329,H50430232,logitech.com,Cyclical
LOPE,Education & Training Services,Consumer Defensive,2600 West Camelback Road,,Phoenix,85017,AZ,,,0001434588,US38526M1062,38526M106,gce.com,Defensive
LOW,Home Improvement Retail,Consumer Cyclical,1000 Lowe’s Boulevard,,Mooresville,28117,NC,,,0000060667,US5486611073,548661107,lowes.com,Cyclical
LPL,Consumer Electronics,Technology,LG Twin Towers,128 Yeoui-daero Yeongdeungpo-gu,Seoul,07336,,,,0001290109,US50186V1026,50186V102,lgdisplay.com,Cyclical
LPLA,Capital Markets,Financial Services,4707 Executive Drive,,San Diego,92121,CA,,,0001397911,US50212V1008,50212V100,lpl.com,Cyclical
LPX,Building Products & Equipment,Industrials,1610 West End Ave,Suite 200,Nashville,37203,TN,,,0000060519,US5463471053,546347105,lpcorp.com,Cyclical
LQD,,,,,,,,,,0001100663,US4642872422,464287242,,
LRCX,Semiconductor Equipment & Materials,Technology,4650 Cushing Parkway,,Fremont,94538,CA,,,0000707549,US5128071082,512807108,lamresearch.com,Cyclical
LRN,Education & Training Services,Consumer Defensive,11720 Plaza America,9th Floor,Reston,20190,VA,,,,,,stridelearning.com,Defensive
LSCC,Semiconductors,Technology,5555 NE Moore Court,,Hillsboro,97124-6421,OR,,,0000855658,US5184151042,518415104,latticesemi.com,Cyclical
LSTR,Integrated Freight & Logistics,Industrials,13410 Sutton Park Drive South,,Jacksonville,32224,FL,,,0000853816,US5150981018,515098101,landstar.com,Cyclical
LSXMA,Broadcasting,Communication Services,12300 Liberty Boulevard,,Englewood,80112,CO,,,0001560385,US5312294094,531229409,libertymedia.com,Cyclical
LSXMB,Broadcasting,Communication Services,12300 Liberty Boulevard,,Englewood,80112,CO,,,0001560385,US5312295083,531229508,libertymedia.com,Cyclical
LSXMK,Broadcasting,Communication Services,12300 Liberty Boulevard,,Englewood,80112,CO,,,0001560385,US5312296073,531229607,libertymedia.com,Cyclical
LTH,Leisure,Consumer Cyclical,2902 Corporate Place,,Chanhassen,55317,MN,,,0001869198,US53190C1027,53190C102,lifetime.life,Cyclical
LTHM,Specialty Chemicals,Basic Materials,1818 Market Street,Suite 2550,Philadelphia,19103,PA,,,0001742924,US53814L1089,53814L108,livent.com,Cyclical
LU,Credit Services,Financial Services,Jinxiu East Road,Building No. 6 Lane 2777 Pudong New District,Shanghai,,,,,0001816007,US54975P1021,54975P102,lufaxholding.com,Cyclical
LULU,Apparel Retail,Consumer Cyclical,1818 Cornwall Avenue,,Vancouver,V6J 1C7,BC,,,0001397187,US5500211090,550021109,shop.lululemon.com,Cyclical
LUV,Airlines,Industrials,PO Box 36611,,Dallas,75235-1611,TX,,,0000092380,US8447411088,844741108,southwest.com,Cyclical
LVS,Resorts & Casinos,Consumer Cyclical,5500 Haven Street,,Las Vegas,89119,NV,,,0001300514,US5178341070,517834107,sands.com,Cyclical
LW,Packaged Foods,Consumer Defensive,599 South Rivershore Lane,,Eagle,83616,ID,,,0001679273,US5132721045,513272104,lambweston.com,Defensive
LXP,REIT - Industrial,Real Estate,One Penn Plaza,Suite 4015,New York,10119-4015,NY,,,0000910108,US5290431015,529043101,lxp.com,Cyclical
LYB,Specialty Chemicals,Basic Materials,LyondellBasell Tower,1 Houston Center 1221 McKinney Street,Houston,77010,TX,,,0001489393,NL0009434992,N53745100,lyondellbasell.com,Cyclical
LYFT,Software - Application,Technology,185 Berry Street,Suite 400,San Francisco,94107,CA,,,0001759509,US55087P1049,55087P104,lyft.com,Cyclical
LYG,Banks - Regional,Financial Services,25 Gresham Street,,London,EC2V 7HN,,,,0001160106,US5394391099,539439109,lloydsbankinggroup.com,Cyclical
LYV,Entertainment,Communication Services,9348 Civic Center Drive,,Beverly Hills,90210,CA,,,0001335258,US5380341090,538034109,livenationentertainment.com,Cyclical
M,Department Stores,Consumer Cyclical,151 West 34th Street,,New York,10001,NY,,,0000794367,US55616P1049,55616P104,macysinc.com,Cyclical
MA,Credit Services,Financial Services,2000 Purchase Street,,Purchase,10577,NY,,,0001141391,US57636Q1040,57636Q104,mastercard.com,Cyclical
MAA,REIT - Residential,Real Estate,6815 Poplar Avenue,Suite 500,Germantown,38138-3606,TN,,,0000912595,US59522J1034,59522J103,maac.com,Cyclical
MAC,REIT - Retail,Real Estate,401 Wilshire Boulevard,Suite 700,Santa Monica,90401-1452,CA,,,0000912242,US5543821012,554382101,macerich.com,Cyclical
MAIN,Asset Management,Financial Services,1300 Post Oak Boulevard,8th Floor,Houston,77056,TX,,,0001396440,US56035L1044,56035L104,mainstcapital.com,Cyclical
MAN,Staffing & Employment Services,Industrials,100 Manpower Place,,Milwaukee,53212,WI,,,0000871763,US56418H1005,56418H100,manpowergroup.com,Cyclical
MANH,Software - Application,Technology,2300 Windy Ridge Parkway,Tenth Floor,Atlanta,30339,GA,,,0001056696,US5627501092,562750109,manh.com,Cyclical
MANU,Entertainment,Communication Services,Sir Matt Busby Way,Old Trafford,Manchester,M16 0RA,,,,0001549107,KYG5784H1065,G5784H106,manutd.com,Cyclical
MAR,Lodging,Consumer Cyclical,7750 Wisconsin Avenue,,Bethesda,20814,MD,,,0001048286,US5719032022,571903202,marriott.com,Cyclical
MARA,Capital Markets,Financial Services,101 NE Third Avenue,Suite 1200,Fort Lauderdale,33301,FL,,,,,,marathondh.com,Cyclical
MAS,Building Products & Equipment,Industrials,17450 College Parkway,,Livonia,48152,MI,,,0000062996,US5745991068,574599106,masco.com,Cyclical
MASI,Medical Devices,Healthcare,52 Discovery,,Irvine,92618,CA,,,0000937556,US5747951003,574795100,masimo.com,Defensive
MAT,Leisure,Consumer Cyclical,333 Continental Boulevard,,El Segundo,90245-5012,CA,,,0000063276,US5770811025,577081102,mattel.com,Cyclical
MATX,Marine Shipping,Industrials,1411 Sand Island Parkway,,Honolulu,96819,HI,,,0000003453,US57686G1058,57686G105,matson.com,Cyclical
MBB,,,,,,,,,,0001100663,US4642885887,464288588,,
MBLY,Auto Parts,Consumer Cyclical,Har Hotzvim,13 Hartom Street P.O. Box 45157,Jerusalem,9777513,,,,0001910139,,,mobileye.com,Cyclical
MC,Capital Markets,Financial Services,399 Park Avenue,4th Floor,New York,10022,NY,,,0001596967,US60786M1053,60786M105,moelis.com,Cyclical
MCD,Restaurants,Consumer Cyclical,110 North Carpenter Street,,Chicago,60607,IL,,,0000063908,US5801351017,580135101,corporate.mcdonalds.com,Cyclical
MCHP,Semiconductors,Technology,2355 West Chandler Boulevard,,Chandler,85224-6199,AZ,,,0000827054,US5950171042,595017104,microchip.com,Cyclical
MCK,Medical Distribution,Healthcare,6555 State Highway 161,,Irving,75039,TX,,,0000927653,US58155Q1031,58155Q103,mckesson.com,Defensive
MCO,Financial Data & Stock Exchanges,Financial Services,7 World Trade Center,250 Greenwich Street,New York,10007,NY,,,0001059556,US6153691059,615369105,moodys.com,Cyclical
MDB,Software - Infrastructure,Technology,1633 Broadway,38th Floor,New York,10019,NY,,,0001441816,US60937P1066,60937P106,mongodb.com,Cyclical
MDC,Residential Construction,Consumer Cyclical,4350 South Monaco Street,Suite 500,Denver,80237,CO,,,0000773141,US5526761086,552676108,mdcholdings.com,Cyclical
MDGL,Biotechnology,Healthcare,Four Tower Bridge,Suite 200 200 Barr Harbor Drive,West Conshohocken,19428,PA,,,0001157601,US5588681057,558868105,madrigalpharma.com,Defensive
MDLZ,Confectioners,Consumer Defensive,905 West Fulton Market,Suite 200,Chicago,60607,IL,,,0001103982,US6092071058,609207105,mondelezinternational.com,Defensive
MDT,Medical Devices,Healthcare,20 On Hatch,Lower Hatch Street,Dublin,2,,,,0001613103,IE00BTN1Y115,585055106,medtronic.com,Defensive
MDU,Conglomerates,Industrials,1200 West Century Avenue,PO Box 5650,Bismarck,58506-5650,ND,,,0000067716,US5526901096,552690109,mdu.com,Both
MEDP,Diagnostics & Research,Healthcare,5375 Medpace Way,,Cincinnati,45227,OH,,,0001668397,US58506Q1094,58506Q109,medpace.com,Defensive
MELI,Internet Retail,Consumer Cyclical,WTC Free Zone,Dr. Luis Bonavita 1294 Of. 1733 Tower II,Montevideo,11300,,,,0001099590,US58733R1023,58733R102,mercadolibre.com,Cyclical
MEOH,Chemicals,Basic Materials,1800 Waterfront Centre,200 Burrard Street,Vancouver,V6C 3M1,BC,,,0000886977,CA59151K1084,59151K108,methanex.com,Cyclical
MET,Insurance - Life,Financial Services,200 Park Avenue,,New York,10166-0188,NY,,,0001099219,US59156R1086,59156R108,metlife.com,Cyclical
META,Internet Content & Information,Communication Services,1601 Willow Road,,Menlo Park,94025,CA,,,0001326801,US30303M1027,30303M102,investor.fb.com,Cyclical
MFC,Insurance - Life,Financial Services,200 Bloor Street East,,Toronto,M4W 1E5,ON,,,0001086888,CA56501R1064,56501R106,manulife.com,Cyclical
MFG,Banks - Regional,Financial Services,1-5-5 Otemachi,Chiyoda-ku,Tokyo,100-8176,,,,0001335730,US60687Y1091,60687Y109,mizuho-fg.co.jp,Cyclical
MGA,Auto Parts,Consumer Cyclical,337 Magna Drive,,Aurora,L4G 7K1,ON,,,0000749098,CA5592224011,559222401,magna.com,Cyclical
MGEE,Utilities - Regulated Electric,Utilities,133 South Blair Street,,Madison,53788,WI,,,0001161728,US55277P1049,55277P104,mgeenergy.com,Defensive
MGM,Resorts & Casinos,Consumer Cyclical,3600 Las Vegas Boulevard South,,Las Vegas,89109,NV,,,0000789570,US5529531015,552953101,mgmresorts.com,Cyclical
MGPI,Beverages - Wineries & Distilleries,Consumer Defensive,100 Commercial Street,PO Box 130,Atchison,66002,KS,,,0000835011,US55303J1060,55303J106,mgpingredients.com,Defensive
MGRC,Rental & Leasing Services,Industrials,5700 Las Positas Road,,Livermore,94551-7800,CA,,,0000752714,US5805891091,580589109,mgrc.com,Cyclical
MGY,Oil & Gas E&P,Energy,Nine Greenway Plaza,Suite 1300,Houston,77046,TX,,,0001698990,US5596631094,559663109,magnoliaoilgas.com,Cyclical
MHK,"Furnishings, Fixtures & Appliances",Consumer Cyclical,160 S. Industrial Blvd.,,Calhoun,30701,GA,,,0000851968,US6081901042,608190104,mohawkind.com,Cyclical
MHO,Residential Construction,Consumer Cyclical,4131 Worth Avenue,Suite 500,Columbus,43219,OH,,,0000799292,US55305B1017,55305B101,mihomes.com,Cyclical
MIDD,Specialty Industrial Machinery,Industrials,1400 Toastmaster Drive,,Elgin,60120,IL,,,0000769520,US5962781010,596278101,middleby.com,Cyclical
MKC,Packaged Foods,Consumer Defensive,24 Schilling Road,Suite 1,Hunt Valley,21031,MD,,,0000063754,US5797802064,579780206,mccormickcorporation.com,Defensive
MKC.V,Packaged Foods,Consumer Defensive,24 Schilling Road,Suite 1,Hunt Valley,21031,MD,,,,,,mccormickcorporation.com,Defensive
MKL,Insurance - Property & Casualty,Financial Services,4521 Highwoods Parkway,,Glen Allen,23060-6148,VA,,,0001096343,US5705351048,570535104,markel.com,Cyclical
MKSI,Scientific & Technical Instruments,Technology,2 Tech Drive,Suite 201,Andover,01810,MA,,,0001049502,US55306N1046,55306N104,mks.com,Cyclical
MKTX,Capital Markets,Financial Services,55 Hudson Yards,15th Floor,New York,10001,NY,,,0001278021,US57060D1081,57060D108,marketaxess.com,Cyclical
MLCO,Resorts & Casinos,Consumer Cyclical,The Centrium,38th Floor 60 Wyndham Street,Central,,,,,0001381640,US5854641009,585464100,melco-resorts.com,Cyclical
MLI,Metal Fabrication,Industrials,150 Schilling Boulevard,Suite 100,Collierville,38017,TN,,,0000089439,US6247561029,624756102,muellerindustries.com,Cyclical
MLM,Building Materials,Basic Materials,4123 Parklake Avenue,,Raleigh,27612,NC,,,0000916076,US5732841060,573284106,martinmarietta.com,Cyclical
MLTX,Biotechnology,Healthcare,Dorfstrasse 29,,Zug,6300,,,,,,,moonlaketx.com,Defensive
MMC,Insurance Brokers,Financial Services,1166 Avenue of the Americas,,New York,10036-2774,NY,,,0000062709,US5717481023,571748102,mmc.com,Cyclical
MMM,Conglomerates,Industrials,3M Center,,Saint Paul,55144-1000,MN,,,0000066740,US88579Y1010,88579Y101,3m.com,Both
MMS,Specialty Business Services,Industrials,1600 Tysons Boulevard,,Tysons,22102,VA,,,0001032220,US5779331041,577933104,maximus.com,Cyclical
MMSI,Medical Instruments & Supplies,Healthcare,1600 West Merit Parkway,,South Jordan,84095,UT,,,0000856982,US5898891040,589889104,merit.com,Defensive
MMYT,Travel Services,Consumer Cyclical,Building No. 5,19th Floor DLF Cyber City,Gurugram,122002,,,,0001495153,MU0295S00016,V5633W109,makemytrip.com,Cyclical
MNDY,Software - Application,Technology,6 Yitzhak Sadeh Street,,Tel Aviv,6777506,,,,0001845338,IL0011762130,M7S64H106,monday.com,Cyclical
MNSO,Specialty Retail,Consumer Cyclical,M Plaza,"8th Floor No. 109, Pazhou Avenue Haizhu District",Guangzhou,510000,,,,0001815846,US66981J1025,66981J102,miniso.com,Cyclical
MNST,Beverages - Non-Alcoholic,Consumer Defensive,1 Monster Way,,Corona,92879,CA,,,0000865752,US61174X1090,61174X109,monsterbevcorp.com,Defensive
MO,Tobacco,Consumer Defensive,6601 West Broad Street,,Richmond,23230,VA,,,0000764180,US02209S1033,02209S103,altria.com,Defensive
MOD,Auto Parts,Consumer Cyclical,1500 DeKoven Avenue,,Racine,53403,WI,,,,,,modine.com,Cyclical
MODG,Leisure,Consumer Cyclical,2180 Rutherford Road,,Carlsbad,92008,CA,,,0000837465,,131193104,topgolfcallawaybrands.com,Cyclical
MOG.A,Aerospace & Defense,Industrials,400 Jamison Road,,East Aurora,14052-0018,NY,,,,,,moog.com,Defensive
MOG.B,Aerospace & Defense,Industrials,400 Jamison Road,,East Aurora,14052-0018,NY,,,,,,moog.com,Defensive
MOH,Healthcare Plans,Healthcare,200 Oceangate,Suite 100,Long Beach,90802,CA,,,0001179929,US60855R1005,60855R100,molinahealthcare.com,Defensive
MORN,Financial Data & Stock Exchanges,Financial Services,22 West Washington Street,,Chicago,60602,IL,,,0001289419,US6177001095,617700109,morningstar.com,Cyclical
MOS,Agricultural Inputs,Basic Materials,101 East Kennedy Boulevard,Suite 2500,Tampa,33602,FL,,,0001285785,US61945C1036,61945C103,mosaicco.com,Cyclical
MP,Other Industrial Metals & Mining,Basic Materials,1700 S. Pavilion Center Drive,8th Floor,Las Vegas,89135,NV,,,0001801368,US5533681012,553368101,mpmaterials.com,Cyclical
MPC,Oil & Gas Refining & Marketing,Energy,539 South Main Street,,Findlay,45840-3229,OH,,,0001510295,US56585A1025,56585A102,marathonpetroleum.com,Cyclical
MPLX,Oil & Gas Midstream,Energy,200 East Hardin Street,,Findlay,45840-3229,OH,,,0001552000,US55336V1008,55336V100,mplx.com,Cyclical
MPW,REIT - Healthcare Facilities,Real Estate,1000 Urban Center Drive,Suite 501,Birmingham,35242-2225,AL,,,0001287865,US58463J3041,58463J304,medicalpropertiestrust.com,Cyclical
MPWR,Semiconductors,Technology,5808 Lake Washington Boulevard NE,,Kirkland,98033,WA,,,0001280452,US6098391054,609839105,monolithicpower.com,Cyclical
MQ,Software - Infrastructure,Technology,180 Grand Avenue,6th Floor,Oakland,94612,CA,,,0001522540,US57142B1044,57142B104,marqeta.com,Cyclical
MRCY,Aerospace & Defense,Industrials,50 Minuteman Road,,Andover,01810,MA,,,0001049521,US5893781089,589378108,mrcy.com,Defensive
MRK,Drug Manufacturers - General,Healthcare,126 East Lincoln Avenue,,Rahway,07065,NJ,,,0000310158,US58933Y1055,58933Y105,merck.com,Defensive
MRNA,Biotechnology,Healthcare,200 Technology Square,,Cambridge,02139,MA,,,0001682852,US60770K1079,60770K107,modernatx.com,Defensive
MRO,Oil & Gas E&P,Energy,990 Town and Country Boulevard,,Houston,77024-2217,TX,,,0000101778,US5658491064,565849106,marathonoil.com,Cyclical
MRTX,Biotechnology,Healthcare,3545 Cray Court,,San Diego,92121,CA,,,0001576263,US60468T1051,60468T105,mirati.com,Defensive
MRVL,Semiconductors,Technology,1000 North West Street,Suite 1200,Wilmington,19801,DE,,,0001835632,US5738741041,573874104,marvell.com,Cyclical
MS,Capital Markets,Financial Services,1585 Broadway,,New York,10036,NY,,,0000895421,US6174464486,617446448,morganstanley.com,Cyclical
MSA,Security & Protection Services,Industrials,1000 Cranberry Woods Drive,,Cranberry Township,16066-5207,PA,,,0000066570,US5534981064,553498106,msasafety.com,Cyclical
MSCI,Financial Data & Stock Exchanges,Financial Services,7 World Trade Center,49th Floor 250 Greenwich Street,New York,10007,NY,,,0001408198,US55354G1004,55354G100,msci.com,Cyclical
MSFT,Software - Infrastructure,Technology,One Microsoft Way,,Redmond,98052-6399,WA,,,0000789019,US5949181045,594918104,microsoft.com,Cyclical
MSGS,Entertainment,Communication Services,Two Pennsylvania Plaza,,New York,10121,NY,,,0001636519,US55825T1034,55825T103,msgsports.com,Cyclical
MSI,Communication Equipment,Technology,500 West Monroe Street,Suite 4400,Chicago,60661,IL,,,0000068505,US6200763075,620076307,motorolasolutions.com,Both
MSM,Industrial Distribution,Industrials,515 Broadhollow Road,Suite 1000,Melville,11747,NY,,,0001003078,US5535301064,553530106,mscdirect.com,Cyclical
MSTR,Software - Application,Technology,1850 Towers Crescent Plaza,,Tysons Corner,22182,VA,,,0001050446,US5949724083,594972408,microstrategy.com,Cyclical
MT,Steel,Basic Materials,"24-26, Boulevard d’Avranches",,Luxembourg City,1160,,,,0001243429,US03938L2034,03938L203,corporate.arcelormittal.com,Cyclical
MTB,Banks - Regional,Financial Services,One M&T Plaza,,Buffalo,14203,NY,,,0000036270,US55261F1049,55261F104,www3.mtb.com,Cyclical
MTCH,Internet Content & Information,Communication Services,8750 North Central Expressway,Suite 1400,Dallas,75231,TX,,,0000891103,US57667L1070,57667L107,mtch.com,Cyclical
MTD,Diagnostics & Research,Healthcare,1900 Polaris Parkway,,Columbus,43240,OH,,,0001037646,US5926881054,592688105,mt.com,Defensive
MTDR,Oil & Gas E&P,Energy,One Lincoln Centre,Suite 1500 5400 LBJ Freeway,Dallas,75240,TX,,,0001520006,US5764852050,576485205,matadorresources.com,Cyclical
MTG,Insurance - Specialty,Financial Services,MGIC Plaza,250 East Kilbourn Avenue,Milwaukee,53202,WI,,,0000876437,US5528481030,552848103,mtg.mgic.com,Cyclical
MTH,Residential Construction,Consumer Cyclical,8800 East Raintree Drive,Suite 300,Scottsdale,85260,AZ,,,0000833079,US59001A1025,59001A102,meritagehomes.com,Cyclical
MTN,Resorts & Casinos,Consumer Cyclical,390 Interlocken Crescent,,Broomfield,80021,CO,,,0000812011,US91879Q1094,91879Q109,vailresorts.com,Cyclical
MTSI,Semiconductors,Technology,100 Chelmsford Street,,Lowell,01851,MA,,,0001493594,US55405Y1001,55405Y100,macom.com,Cyclical
MTZ,Engineering & Construction,Industrials,800 S. Douglas Road,12th Floor,Coral Gables,33134,FL,,,0000015615,US5763231090,576323109,mastec.com,Both
MU,Semiconductors,Technology,8000 South Federal Way,,Boise,83716-9632,ID,,,0000723125,US5951121038,595112103,micron.com,Cyclical
MUB,,,,,,,,,,0001100663,US4642884146,464288414,,
MUFG,Banks - Diversified,Financial Services,"7-1, Marunouchi 2-chome",Chiyoda-ku,Tokyo,100-8330,,,,0000067088,US6068221042,606822104,mufg.jp,Cyclical
MUR,Oil & Gas E&P,Energy,9805 Katy Freeway,Suite G-200,Houston,77024,TX,,,0000717423,US6267171022,626717102,murphyoilcorp.com,Cyclical
MUSA,Specialty Retail,Consumer Cyclical,200 Peach Street,,El Dorado,71730-5836,AR,,,0001573516,US6267551025,626755102,murphyusa.com,Cyclical
MYRG,Engineering & Construction,Industrials,12121 Grant Street,Suite 610,Thornton,80241,CO,,,0000700923,US55405W1045,55405W104,myrgroup.com,Both
NABL,Information Technology Services,Technology,30 Corporate Drive,Suite 400,Burlington,01803,MA,,,0001834488,US62878D1000,62878D100,n-able.com,Cyclical
NARI,Medical Devices,Healthcare,6001 Oak Canyon,Suite 100,Irvine,92618,CA,,,0001531048,US45332Y1091,45332Y109,inarimedical.com,Defensive
NBIX,Drug Manufacturers - Specialty & Generic,Healthcare,12780 El Camino Real,,San Diego,92130,CA,,,0000914475,US64125C1099,64125C109,neurocrine.com,Defensive
NCLH,Travel Services,Consumer Cyclical,7665 Corporate Center Drive,,Miami,33126,FL,,,0001513761,BMG667211046,G66721104,nclhltd.com,Cyclical
NCNO,Software - Application,Technology,6770 Parker Farm Drive,,Wilmington,28405,NC,,,0001902733,US63947X1019,63947X101,ncino.com,Cyclical
NDAQ,Financial Data & Stock Exchanges,Financial Services,151 West 42nd Street,,New York,10036,NY,,,0001120193,US6311031081,631103108,nasdaq.com,Cyclical
NDSN,Specialty Industrial Machinery,Industrials,28601 Clemens Road,,Westlake,44145,OH,,,0000072331,US6556631025,655663102,nordson.com,Cyclical
NE,Oil & Gas Drilling,Energy,13135 Dairy Ashford,Suite 800,Sugar Land,77478,TX,,,0001458891,KYG6610J2093,G65431127,noblecorp.com,Cyclical
NEE,Utilities - Regulated Electric,Utilities,700 Universe Boulevard,,Juno Beach,33408,FL,,,0000753308,US65339F1012,65339F101,nexteraenergy.com,Defensive
NEM,Gold,Basic Materials,6900 E Layton Avenue,Suite 700,Denver,80237,CO,,,0001164727,US6516391066,651639106,newmont.com,Cyclical
NEOG,Diagnostics & Research,Healthcare,620 Lesher Place,,Lansing,48912-1595,MI,,,0000711377,US6404911066,640491106,neogen.com,Defensive
NEP,Utilities - Renewable,Utilities,700 Universe Boulevard,,Juno Beach,33408,FL,,,0001603145,US65341B1061,65341B106,nexteraenergypartners.com,Defensive
NET,Software - Infrastructure,Technology,101 Townsend Street,,San Francisco,94107,CA,,,0001477333,US18915M1071,18915M107,cloudflare.com,Cyclical
NEU,Specialty Chemicals,Basic Materials,330 South Fourth Street,,Richmond,23219-4350,VA,,,0001282637,US6515871076,651587107,newmarket.com,Cyclical
NEWR,Software - Application,Technology,188 Spear Street,Suite 1000,San Francisco,94105,CA,,,0001448056,US64829B1008,64829B100,newrelic.com,Cyclical
NFE,Utilities - Regulated Gas,Utilities,111 West 19th Street,8th Floor,New York,10011,NY,,,0001749723,US6443931000,644393100,newfortressenergy.com,Defensive
NFG,Oil & Gas Integrated,Energy,6363 Main Street,,Williamsville,14221,NY,,,0000070145,US6361801011,636180101,nationalfuel.com,Cyclical
NFLX,Entertainment,Communication Services,121 Albright Way,,Los Gatos,95032,CA,,,0001065280,US64110L1061,64110L106,netflix.com,Cyclical
NGG,Utilities - Regulated Electric,Utilities,1-3 Strand,,London,WC2N 5EH,,,,0001004315,US6362744095,636274409,nationalgrid.com,Defensive
NHI,REIT - Healthcare Facilities,Real Estate,222 Robert Rose Drive,,Murfreesboro,37129-6346,TN,,,0000877860,US63633D1046,63633D104,nhireit.com,Cyclical
NI,Utilities - Regulated Gas,Utilities,801 East 86th Avenue,,Merrillville,46410,IN,,,0001111711,US65473P1057,65473P105,nisource.com,Defensive
NICE,Software - Application,Technology,13 Zarchin Street,PO Box 690,Ra'anana,4310602,,,,0001003935,US6536561086,653656108,nice.com,Cyclical
NIO,Auto Manufacturers,Consumer Cyclical,Building 20,No. 56 AnTuo Road Anting Town Jiading District,Shanghai,201804,,,,0001736541,US62914V1061,62914V106,nio.com,Cyclical
NJR,Utilities - Regulated Gas,Utilities,1415 Wyckoff Road,,Wall,07719,NJ,,,0000356309,US6460251068,646025106,njresources.com,Defensive
NKE,Footwear & Accessories,Consumer Cyclical,One Bowerman Drive,,Beaverton,97005-6453,OR,,,0000320187,US6541061031,654106103,nike.com,Cyclical
NLY,REIT - Mortgage,Real Estate,1211 Avenue of the Americas,,New York,10036,NY,,,0001043219,US0357104092,035710409,annaly.com,Cyclical
NMIH,Insurance - Specialty,Financial Services,2100 Powell Street,12th Floor,EmeryVille,94608,CA,,,0001547903,US6292093050,629209305,nationalmi.com,Cyclical
NMR,Capital Markets,Financial Services,"13-1, Nihonbashi 1-chome",Chuo-ku,Tokyo,103-8645,,,,0001163653,US65535H2085,65535H208,nomuraholdings.com,Cyclical
NNI,Credit Services,Financial Services,121 South 13th Street,Suite 100,Lincoln,68508,NE,,,0001258602,US64031N1081,64031N108,nelnet.com,Cyclical
NNN,REIT - Retail,Real Estate,450 South Orange Avenue,Suite 900,Orlando,32801-3336,FL,,,0000751364,US6374171063,637417106,nnnreit.com,Cyclical
