Code,Name,Naics1,Nacis2,Duns,Website
9634,Marina District Dev Co LLC,721120,,17-855-8909,borgata.mgmresorts.com
9635,Pacific Sunwear California LLC,448110,448120,05-056-0002 - Archived Record,pacsun.com
9636,Claims Services Group LLC,524292,,78-425-9405,solera.com
9637,Rentpath LLC,531390,,78-935-7894,rentpath.com
9638,Piccadilly Restaurants LLC,722514,,14-753-8636,piccadilly.com
9639,Maymead Farms Inc,112111,,00-193-6533,maymead.com
9640,Scp Distributors LLC,423910,,05-764-4247,scppool.com
9641,United States Marine Corps,928110,,88-343-8459 - Archived Record,
9642,Graphite Metallizing Corp,335991,,00-156-0879 - Archived Record,
9643,Georgia-Pacific LLC,322291,322219,00-902-0777,gp.com
9644,Jackson Family Wines Inc,312130,111332,60-511-4644,kj.com
9645,John Deere Financial Svcs Inc,522291,,55-541-7799,deere.com
9646,Empoweredexpansions Corp,812113,561990,01-508-5304,bellacures.com
9647,Marcon & Boyer Inc,332311,238310,19-439-1124 - Archived Record,dugganandmarcon.com
9648,Speedy Recovery Services Inc,561491,,83-835-7119,speedyrecoveryinc.com
9649,Vgr Holding LLC,312230,237210,80-116-4984 - Archived Record,
9650,Hop Energy LLC,454310,,83-712-2753 - Archived Record,hopenergy.com
9651,GE Oil & Gas Pressure Ctrl LP,332911,,00-843-0456 - Archived Record,
9652,Team Inc,541990,561790,07-417-4145,teaminc.com
9653,Scrubadub Auto Wash Centers,811192,,05-581-9585,scrubadub.com
9654,Bunge North America Inc,311225,424510,00-698-1435 - Archived Record,bungenorthamerica.com
9655,First Transit Inc,485111,,83-191-6957 - Archived Record,
9656,Irwin Seating Company,811420,,00-601-5424,irwinseating.com
9657,Seattle Opera,711110,,07-927-2662 - Archived Record,seattleoperablog.com
9658,M/L Bovis Holdings Ltd,236116,236220,14-786-0761 - Archived Record,lendlease.com
9659,Versatile Processing Group Inc,331492,,15-795-0408 - Archived Record,vpg-inc.com
9660,Tal International Group Inc,532490,423840,17-786-1353,tritoninternational.com
9661,Sun State Components Nev Inc,321215,,79-730-0936,sunstatecomponentsnv.com
9662,Hershey Creamery Company,311520,,00-301-0022,hersheyicecream.com
9663,Podiatry Associates Ashton PC,621391,,11-002-4627 - Archived Record,
9664,Kgp Telecommunications LLC,423690,,14-850-4814 - Archived Record,kgplogistics.com
9665,Piping Technology & Pdts Inc,332919,541330,09-397-7817,pipingtech.com
9666,Berkshire Hathaway Inc,524126,524130,00-102-4314,berkshirehathaway.com
9667,Barnes & Noble Inc,451211,454110,18-671-6668 - Archived Record,barnesandnobleinc.com
9668,Alaska Tags & Titles,541120,,00-451-2776 - Archived Record,
9669,Van Marcke Trade Sup Texas LLC,541890,,07-251-0523,vanmarckeplumbingsupply.com
9670,American Bureau of Shipping,488490,,04-471-0341,eagle.org
9671,Fought & Company Inc,238190,332312,07-181-2838 - Archived Record,foughtsteel.com
9672,Amkor Technology Inc,334413,334515,01-819-8205 - Archived Record,amkor.com
9673,Orthopaedic & Neurological Reh,621340,,36-301-7070 - Archived Record,onr-inc.com
9674,Lifelock Inc,561621,,36-070-9336,lifelock.com
9675,Washington Mills N Grafton Inc,327910,,00-113-1697,washingtonmills.com
9676,Unlimited Group Corporation,335912,,11-104-4389 - Archived Record,
9677,Aveanna Healthcare LLC,623311,,08-104-3807 - Archived Record,aveanna.com
9678,Hallador Energy Company,213113,211120,08-265-3858,halladorenergy.com
9679,B & S Logging Inc,113310,,06-322-5932 - Archived Record,
9680,Dal-Tile Group Inc,327120,,60-919-3602 - Archived Record,mohawkind.com
9681,General RE Life Corporation,524130,,07-540-8641 - Archived Record,generalstar.com
9682,Terminix Global Holdings Inc,561710,811412,07-938-0105,servicemaster.com
9683,Pacific Choice Brands Inc,311941,,01-197-2718 - Archived Record,
9684,Kvc Behavioral Healthcare Inc,623990,,09-134-8144 - Archived Record,
9685,Titleone Exchange Company,541191,,00-188-3086 - Archived Record,
9686,Mtd Southwest Inc,333991,332216,08-066-8163,mtdproducts.com
9687,Federal Home Ln Bnk Des Moines,522298,,07-347-6624 - Archived Record,fhlbdm.com
9688,Sandenvendo America Inc,333318,,19-643-0719 - Archived Record,vendoco.com
9689,Wilbert Funeral Services Inc,327390,,17-936-4203 - Archived Record,
9690,Xylem Dewatering Solutions Inc,532412,333914,08-324-4269,xyleminc.com
9691,Hearst Television Inc,515120,,87-774-9861 - Archived Record,
9692,Lumileds LLC,335129,,12-499-8217 - Archived Record,
9693,Fmr LLC,523940,523150,09-585-6332,fidelity.com
9694,Aptargroup Inc,326199,332999,80-561-9681,aptar.com
9695,Innovative Steel Detailing,541340,,17-560-7449 - Archived Record,
9696,East-West Management Inst Inc,813940,,83-497-6250,ewmi.org
9697,JF Allen Company Inc,327331,237310,00-451-2901 - Archived Record,jfallenco.com
9698,Baker Roofing Company,238160,238990,02-474-5853,bakerroofing.com
9699,Parr Instrument Company,333997,334516,00-526-4262 - Archived Record,parrinst.com
9700,New York State Inds For Dsbled,624120,,15-086-6374,nysid.org
9701,Hunt Building Company Ltd,236116,531210,00-800-1349 - Archived Record,huntcompanies.com
9702,Pi Inc,337126,339920,00-333-2210,custommolding.com
9703,Safilo America Inc,423460,423990,60-522-2272,safilo.com
9704,Great Outdoors Group LLC,459110,,96-195-5502,basspro.com
9705,Fujifilm Hunt Chem USA Inc,325992,423410,60-125-0830,global.fujifilm.com
9706,HI Grade Gin Corporation,115111,459999,18-381-8756,higradefarmsupply.com
9707,Broan-Nutone LLC,335210,335999,00-606-9330,broan-nutone.com
9708,Texpac Hide & Skin Ltd,316110,316990,78-962-6595,
9709,American Transmission Co LLC,221121,,84-007-4806 - Archived Record,atcllc.com
9710,Delaware Capital Holdings Inc,423830,333132,19-482-0775,mdicapital.com
9711,McClatchy Newspapers Inc,511110,323111,00-918-2114 - Archived Record,mcclatchy.com
9712,Summer St Capitl Partners LLC,525920,523150,00-102-4541,summerstreetcapital.com
9713,Deluxe Entrmt Svcs Group Inc,711190,,07-884-3586 - Archived Record,
9714,Klondex Mines Ltd,212222,,02-415-5587 - Archived Record,
9715,Primoris Services Corporation,237110,541330,60-688-6054,primoriscorp.com
9716,State Farm Fire and Cslty Co,524210,,00-692-8071 - Archived Record,buforyou.com
9717,Scai Holdings LLC,621498,,02-426-2934,unitedhealthgroup.com
9718,Vna Holding Inc,522220,336211,02-785-8716,volvo.com
9719,Fanjul Corp,111930,311314,18-328-2128 - Archived Record,
9720,CK Processing Co,311314,311119,00-526-4361,ckprocessing.com
9721,Boston Ballet Incorporated,611610,,07-379-8787,bostonballet.org
9722,Kantar Media Intelligences Inc,541840,,17-329-9827 - Archived Record,kantarmedia.com
9723,Smithfield News,451212,453991,05-909-3674 - Archived Record,
9724,New Hampshire Liquor Comm,926150,,87-807-2016 - Archived Record,
9725,State Farm Mutl Auto Insur Co,524210,,00-692-8097,statefarm.com
9726,Amerathon LLC,621512,,07-959-4984,americanhealthassociates.com
9727,Lyondell Chemical Company,325199,324110,19-412-3154 - Archived Record,
9728,T K Stanley Inc,237120,,09-816-4239 - Archived Record,
9729,Pratt Corrugated Holdings Inc,322211,,82-944-8567,
9730,Sparton Onyx LLC,334412,,83-867-9520 - Archived Record,
9731,Bakercorp International Inc,532490,,07-938-0351 - Archived Record,
9732,Willowood Usa LLC,325320,,02-302-8633 - Archived Record,genericcropscience.com
9733,American Design Ltd,459920,424990,07-836-0666,americandesignltd.com
9734,Book World Inc,451212,451211,09-682-2564 - Archived Record,
9735,Prime SEC Svcs Borrower LLC,523910,561621,08-023-9058 - Archived Record,
9736,Savaseniorcare LLC,623312,,19-321-0841,savaseniorcare.com
9737,Toyota Logistics Services,811198,336111,04-186-6229 - Archived Record,
9738,Interior Solutions Arizona LLC,532210,561990,07-879-0035 - Archived Record,
9739,Tav Holdings Inc,331492,423930,03-183-0269 - Archived Record,
9740,New Jersey Transit Corporation,485112,485210,03-848-5140,njtransit.com
9741,Board Eductl Lands & Funds,924120,,87-807-2107 - Archived Record,
9742,Kaytee Products Incorporated,311119,,00-606-9496 - Archived Record,
9743,Advanced Refrigeration & A Inc,811412,238220,15-290-5980 - Archived Record,advancedrefrigerationandair.com
9744,Delta Tucker Holdings Inc,561612,561621,96-340-4731 - Archived Record,dyn-intl.com
9745,Brightview Tree Company,541320,,07-412-0916 - Archived Record,brightview.com
9746,Badger State Recovery Inc,212222,,13-342-4403 - Archived Record,
9747,McCain Usa Inc,311411,311412,80-728-3650,mccainusafoodservice.com
9748,HMS Holdings LLC,561440,541612,12-907-7280,gainwelltechnologies.com
9749,Vanderbilt Mortgage & Fin Inc,522220,,08-120-5155 - Archived Record,
9750,Interceramic Inc,327120,423320,09-972-0724 - Archived Record,interceramicusa.com
9751,Sight Resource Corporation,621320,423460,80-529-7942 - Archived Record,
9752,Covestro LLC,325520,325211,11-211-8117,covestro.com
9753,Station Casinos LLC,721120,,96-855-6931 - Archived Record,sclv.com
9754,New Sunshine LLC,812199,,78-951-9472,trainwithnewsunshine.com
9755,Arizona Office Tech Inc,811420,459999,16-154-6643,southwest.xeroxbusinesssolutions.com
9756,Alliance Healthcare Svcs Inc,621512,,10-922-0046,alliancehealthcareservices-us.com
9757,Bunzl Dist Midcentral Inc,424990,,80-985-9775 - Archived Record,bunzldistribution.com
9758,Rockland Industries Inc,313310,423220,00-306-4144 - Archived Record,roc-lon.com
9759,New York Foundling Hospital,623990,813319,07-100-8221,nyfoundling.org
9760,Don Miller & Associates Inc,561790,,19-342-5634 - Archived Record,
9761,Rural/Metro Operating Co LLC,621910,,80-143-3868 - Archived Record,ruralmetro.com
9762,Town of Dubach,922120,,87-726-7203 - Archived Record,
9763,Maverik Inc,447190,445120,00-794-7997 - Archived Record,
9764,Blue Ridge Paper Products LLC,322121,,04-395-9431 - Archived Record,evergreenpackaging.com
9765,Cleveland Metroparks,713990,,07-455-0369,clevelandmetroparks.com
9766,Coty US LLC,325620,,78-957-3201 - Archived Record,
9767,Ace Hardware Corporation,444140,444120,00-692-8311,acehardware.com
9768,Follett Hgher Edcatn Group LLC,459210,459410,06-998-8574,follett.com
9769,Gli LLC,721199,,03-279-6439,
9770,Williams Scotsman Intl Inc,493110,,79-998-4869 - Archived Record,willscot.com
9771,CSS Industries Inc,511191,322299,00-698-2003 - Archived Record,cssindustries.com
9772,Remo Inc,339992,,00-848-4719,remo.com
9773,Sakuma Brothers Holding Co,111333,111421,03-934-3996,sakumabros.com
9774,Snf Holding Company,325212,325998,87-893-0965,us.snf.com
9775,PSI Molded Plastics Inc,326130,541715,09-988-1856 - Archived Record,psimp.com
9776,Framatome Inc,334513,334519,79-171-9982,framatome.com
9777,Heartland Trading Inc,523140,,93-394-0991 - Archived Record,htcexpress.net
9778,Durham School Services L P,485410,,03-762-6629,durhamschoolservices.com
9779,Motley Gin Inc,115111,424510,03-295-7490,
9780,Elsevier Inc,513199,,00-193-7218,elsevier.com
9781,Diannes Fine Desserts Inc,311813,,07-846-8234 - Archived Record,diannesfinedesserts.com
9782,Hlw International LLP,541410,541310,06-821-7595,hlw.design
9783,Echo Incorporated,444230,,06-247-5090,echo-usa.com
9784,Planned Prnthood Grater NY Inc,621410,,07-100-8353,plannedparenthood.org
9785,Gold Line Inc,485210,,06-676-8557 - Archived Record,
9786,Rogers Group Inc,237310,212312,05-791-3287 - Archived Record,rogersgroupincint.com
9787,Badger Meter Inc,334514,332911,00-606-9710,badgermeter.com
9788,Army Sustainment LLC,811310,,13-170-7213 - Archived Record,
9789,Atlas Copco USA Holdings Inc,525910,522298,79-649-6524 - Archived Record,atlascopco.com
9790,Entertainment Cruises Inc,487210,,78-501-1508 - Archived Record,
9791,Maxam North America Inc,325920,424690,11-115-2273,maxam.net
9792,Primary Health Network,621399,,78-597-7547 - Archived Record,
9793,Stanley Steemer Intl Inc,561740,335210,01-787-6764,stanleysteemer.com
9794,Cintas Corporation No 1,812331,424350,78-479-6849,cintas.com
9795,Sun Dental Laboratories LLC,339116,,16-541-0940 - Archived Record,sundentallabs.com
9796,Fna Group Inc,326220,,00-859-2156 - Archived Record,fna-group.com
9797,Express Holding LLC,448120,448110,96-372-6984 - Archived Record,
9798,Professional Engineers,926150,,87-807-2370 - Archived Record,
9799,Alachua Tung Oil Co Inc,444120,,04-836-0374 - Archived Record,
9800,Kansas Dept of Education,923110,,87-989-7098 - Archived Record,
9801,Leidos Biomedical Research Inc,541715,,15-999-0456,leidos.com
9802,Parsons Whittemore Entps Corp,322110,,14-464-1321,
9803,Invesco Ltd,523940,,08-893-3622,invesco.com
9804,Detroit Thermal LLC,221330,,12-961-4199 - Archived Record,
9805,Fat Brands Inc,533110,722511,08-093-7049 - Archived Record,
9806,Cirexx International Inc,334412,,78-082-5423,cirexx.com
9807,Welllife Network Inc,623220,624310,05-700-0994,welllifenetwork.org
9808,Ripley Entertainment Inc,712110,533110,82-638-9819 - Archived Record,
9809,Jerry Barton,111335,,04-100-7845,realworldwildlifeseed.com
9810,Hi-Tech Mold & Engineering Inc,333511,,18-113-5807,hitechmold.com
9811,McKee Foods Corporation,311812,311821,00-333-2723,mckeefoods.com
9812,FMC Technologies Inc,333132,,00-617-7146,technipfmc.com
9813,CP Dental LLC,339114,,07-852-2024 - Archived Record,denmat.com
9814,Tegna Inc,515120,515210,00-220-5698 - Archived Record,tegna.com
9815,NTN USA Corporation,423840,332991,62-143-0610 - Archived Record,ntnamericas.com
9816,Green Valley Group LLC,311230,,05-351-2605 - Archived Record,
9817,Event Network LLC,453220,,79-703-3313 - Archived Record,eventnetwork.com
9818,Hitchiner Manufacturing Co Inc,331512,,00-107-8682,hitchiner.com
9819,Gourmet Mushrooms Inc,111411,,09-623-2590,mycopia.com
9820,United Way of Delaware Inc,813219,,07-707-3013 - Archived Record,
9821,Fontana Fasteners Inc,332722,,79-150-5493 - Archived Record,acument.com
9822,American Gilsonite Company,212399,,00-907-5276 - Archived Record,americangilsonite.com
9823,Te Connectivity MOG Inc,327212,,07-954-1762,te.com
9824,Lehigh Outfitters LLC,448210,424340,08-866-5393 - Archived Record,
9825,Wolseley Investments Inc,423830,423730,14-823-7217 - Archived Record,
9826,GAME Sportswear Ltd,315190,315240,03-939-7898 - Archived Record,
9827,Stampin Up Inc,339940,,80-599-5974 - Archived Record,stampinup.com
9828,Gulf Coast Vacuum Service Inc,562112,,83-095-1737 - Archived Record,
9829,Gea Farm Technologies Inc,423820,333111,00-692-8584 - Archived Record,gea.com
9830,Detroit Zoological Society,712190,561990,80-320-5228,detroitzoo.org
9831,McVean Trdg & Investments LLC,523140,,15-199-4019 - Archived Record,mcvean.com
9832,Cyoptics Inc,333314,,00-730-4269 - Archived Record,broadcom.com
9833,Procter & Gamble Far East Inc,325612,325620,10-857-6372 - Archived Record,pg.com
9834,A Y McDonald Industries Inc,332913,333914,00-510-3882,aymcdonald.com
9835,Sony Pictures Entrmt Inc,512110,512120,11-292-3511 - Archived Record,sonypictures.com
9836,Thomsons Trenching Inc,212313,,13-380-0482,
9837,Malibu Boats Inc,336612,,07-927-3485,investors.malibuboats.com
9838,Papillion Fire Department,922160,,86-846-5915 - Archived Record,
9839,Providence Health & Services,622110,,88-472-7413 - Archived Record,providence.org
9840,AVI-Spl Holdings Inc,334290,333310,82-687-2983,avispl.com
9841,Alerislife Inc,623110,623110,84-474-4529,fivestarseniorliving.com
9842,Swissport Usa Inc,488119,,78-769-5121,swissport.com
9843,Orora Packaging Solutions,424130,322211,00-886-0678,ororapackagingsolutions.com
9844,Sealaska Timber Company Llc,321113,,02-131-1725,sealaskatimber.com
9845,Louisiana Extended Care Ctrs,623110,623110,15-075-9678 - Archived Record,
9846,PMC Global Inc,326150,334413,00-531-8584,pmcglobalinc.com
9847,S & G Excavating Inc,212319,212321,00-580-1600,sandgexcavating.net
9848,McClure Properties Ltd,424480,,19-857-8155,westcoasttomato.com
9849,S&K Aerospace LLC,813910,,55-735-0787 - Archived Record,skaerospace.com
9850,Parts Planet LLC,452311,,93-217-0231 - Archived Record,parts-planet.com
9851,Monti Incorporated,335932,332710,05-839-6557 - Archived Record,monti-inc.com
9852,Freshpoint Inc,424480,,96-152-6803,freshpoint.com
9853,Worldpac Inc,423120,441310,06-354-8721 - Archived Record,
9854,Hie Holdings Inc,311920,713120,94-140-1192 - Archived Record,hawaiianisles.com
9855,Fidelity National Fincl Inc,524127,524126,60-452-5241,fnf.com
9856,Hr America Inc,561330,541611,80-701-5763 - Archived Record,xcelhr.com
9857,Uline Inc,424130,,03-961-2668,uline.com
9858,Lasco Fittings Inc,332919,,11-136-7202 - Archived Record,lascofittings.com
9859,Csi Companies Inc,561312,533110,83-696-2688,csicompanies.com
9860,Swaim Inc,337126,337121,05-174-1718,swaim-inc.com
9861,Reyes Holdings LLC,312111,424420,93-995-2172,reyesholdings.com
9862,Dignity Health Med Foundation,621999,,79-783-8505 - Archived Record,
9863,Northwest Exterminating Co Inc,561710,,03-354-8173 - Archived Record,
9864,Metro Mold & Design LLC,333511,,06-285-1068,metromold.com
9865,Lyft Inc,485320,,83-261-5574,lyft.com
9866,Celanese Americas LLC,325211,325180,09-741-3462,celanese.com
9867,Team Health Holdings Inc,561320,561110,14-383-6547 - Archived Record,teamhealth.com
9868,Unimetal Surface Finishing LLC,325613,,06-864-7265,unimetal.com
9869,Southern Cmnty Newspapers Inc,512290,513120,13-707-4360,southerncommunitynewspapers.com
9870,Industrial Commission Idaho,926150,,87-807-2651 - Archived Record,
9871,Alorica Global Solutions Inc,561440,,96-678-6360,alorica.com
9872,Belt Railway Co of Chicago,482112,,00-692-8733 - Archived Record,beltrailway.com
9873,De Anza Campland LLC,721211,,13-889-9096 - Archived Record,
9874,Furniture Mart LLC,811420,,04-186-6810 - Archived Record,
9875,Central Ore Intrgvrnmntal Cnci,813219,541690,13-712-8062,coic.org
9876,Litchfield Fabrics of NC,313240,,00-118-6246 - Archived Record,
9877,Three Rivers Park District,713990,,15-634-1323,threeriversparksfdn.org
9878,Ben Myerson Candy Co Inc,424820,423220,06-666-1588 - Archived Record,winewarehouse.com
9879,B E Giovannetti & Sons,111140,111160,07-154-5404,
9880,Community Halthcare Netwrk Inc,813212,561110,02-780-5738,chnnyc.org
9881,Hilltop Farm,111940,111150,09-226-1387,
9882,Creamer Metal Products,333111,,00-429-9038 - Archived Record,creamermetal.com
9883,Legislative Office State of MO,921120,,87-807-2719 - Archived Record,
9884,Washington State Hstorical Soc,712120,921190,62-438-2644,washingtonhistory.org
9885,Brightstar Us LLC,423690,,09-896-9939 - Archived Record,sprint.com
9886,Willis North America Inc,524298,541612,00-698-2466,wtwco.com
9887,Euronet Worldwide Inc,522390,513210,92-986-2647,euronetworldwide.com
9888,Kci Usa Inc,532283,339113,10-272-6734,mykci.com
9889,Morgan Advanced Mtls Tech Inc,335991,327910,80-181-0078,
9890,Mackenzie-Childs LLC,327110,337121,11-689-5173 - Archived Record,
9891,Lucas Farms Produce Center,111199,111219,82-665-8510,lucasfarms.org
9892,Gloyer-Taylor Laboratories Inc,336415,336412,14-415-8677,gtlcompany.com
9893,AmeriGas Partners LP,457210,424720,83-540-6448,amerigas.com
9894,Arden Companies LLC,314120,,00-655-3143 - Archived Record,
9895,Vintage Wine Estates Inc,312130,,83-127-4001 - Archived Record,vintagewineestates.com
9896,Ipsen Inc,333994,,14-732-5138,ipsenusa.com
9897,Booz Allen Hamilton Inc,541611,,00-692-8857 - Archived Record,boozallen.com
9898,Association of Univ Physicians,813920,,08-684-0964,
9899,Americas Car-Mart Inc,441120,522291,13-117-0987,car-mart.com
9900,Anderson and Dubose Inc,424420,424410,78-780-2719 - Archived Record,
9901,Laurel Sand & Gravel Inc,212312,212321,07-116-9841 - Archived Record,aggmgt.com
9902,Vince Holding Corp,448150,448110,07-922-0089 - Archived Record,
9903,Hamm Inc,212311,238990,12-236-9411,nrhamm.com
9904,Happy Nail & Spa,812113,,83-658-7217,123happynail.blogspot.com
9905,Granite Construction Inc,237310,237990,62-282-6360,graniteconstruction.com
9906,Nalco Holding Company,325998,324191,16-707-5113,ecolab.com
9907,Unifi Manufacturing Inc,313110,,62-400-7071,unifi.com
9908,Nexeo Solutions LLC,424690,424610,96-641-0859 - Archived Record,
9909,J B Hunt Transport Svcs Inc,488510,484121,00-633-8552,jbhunt.com
9910,Mtc Distributing,424940,424450,00-886-0967 - Archived Record,
9911,Ipsoft Incorporated,541513,518210,01-492-5486,amelia.com
9912,AmeriGas Propane LP,454310,,83-540-6539 - Archived Record,amerigas.com
9913,Sonnys Farm Service Inc,111140,112111,02-308-3082,
9914,Central Arkansas Water,454390,,79-547-7335 - Archived Record,
9915,Acrux Investigation Agency,561611,,07-503-4009 - Archived Record,cp551a.com
9916,Universal Music - Z Tunes LLC,512240,,60-543-7870,
9917,Ohio Living,623312,,80-884-0748,ohioliving.org
9918,Ag-Pro LLC,333111,423810,07-884-4464 - Archived Record,
9919,Kansas Dept Wldlife Prks Trism,924120,,87-807-2883 - Archived Record,
9920,Carolina Eastern Inc,444240,424910,06-269-0326,carolina-eastern.com
9921,Ditech Holding Corporation,522390,,05-608-9126 - Archived Record,walterinvestment.com
9922,Culpepper & Assoc SEC Svcs Inc,561611,541614,93-839-6066,cassecurity.com
9923,Penco Products Inc,337127,337215,80-867-9773,pencoproducts.com
9924,General Nutrition Centers Inc,446191,311514,79-252-5615 - Archived Record,gnc.com
9925,Gensco Inc,423720,332322,02-753-7596,gensco.com
9926,Ryerson Procurement Corp,423510,,00-451-3896 - Archived Record,ryerson.com
9927,Zale Delaware Inc,458310,,06-295-8681,banter.com
9928,Neenah Inc,322120,513199,17-598-4137,neenahpaper.com
9929,Grenada Stamping Assembly Inc,711510,,78-672-9454 - Archived Record,iceindustries.com
9930,Tension Envelope Corporation,322230,,00-714-3654,tensionenvelope.com
9931,Wild Flavors Inc,311930,,82-751-7384,wild-flavors.com
9932,Tooling Technology LLC,333511,331523,12-360-3904,toolingtechgroup.com
9933,Tanning Bed Inc,812199,,14-485-6556,zoomtan.com
9934,De Lage Landen Fincl Svcs Inc,522220,,05-469-3809 - Archived Record,
9935,Pulte Homes of Minnesota LLC,236115,,87-699-9582 - Archived Record,pulte.com
9936,Six Flags Theme Parks Inc,713110,,06-456-8785 - Archived Record,sixflags.com
9937,Pantry Inc,457120,445131,18-145-8357,corpo.couche-tard.com
9938,SRC Holdings Corporation,333618,336310,06-532-0145,srcholdings.com
9939,Doble Engineering Company,334515,532490,01-916-5406,doble.com
9940,Pacific Television Center Inc,512191,517311,06-510-5488 - Archived Record,
9941,Megadyne America LLC,333613,326220,82-703-4422,jasonindustrial.com
9942,L & W Supply Corporation,423330,423310,05-662-5908,lwsupply.com
9943,American Achievement Corp,339910,513199,86-009-4106,balfour.com
9944,Kichler Lighting LLC,335131,335139,00-446-0317,kichler.com
9945,Amerititle Inc,541191,524210,06-526-6520 - Archived Record,
9946,Visant Secondary Holdings Corp,513199,,96-979-2139,
9947,Central Transport Intl Inc,484110,484121,03-977-4083,centraltransport.com
9948,Wadsworth Farms Inc,111991,111130,08-748-5207,deere.com
9949,Branderscom Inc,541890,,08-023-9986 - Archived Record,
9950,Mgp Ingredients Inc,312140,311211,07-841-5272,mgpingredients.com
9951,Simco Logistics Inc,424430,,01-481-8355,jjicc.com
9952,GNC Parent LLC,446191,311514,08-083-0379 - Archived Record,gnc.com
9953,Qbe Insurance Corporation,524130,524130,02-007-7863 - Archived Record,qbere.com
9954,Kmm Telecommunications,811211,493110,78-812-4980 - Archived Record,
9955,Dish Orbital Corporation,334220,517111,61-627-9068,dish.com
9956,Signet US Holdings Inc,448310,,18-548-3583 - Archived Record,signetconnect.co.uk
9957,Apple Inc,334220,334111,06-070-4780,apple.com
9958,Western Governors University,611710,611310,12-993-6902,wgu.edu
9959,Deluxe Laboratories Inc,512191,,00-698-2821 - Archived Record,bydeluxe.com
9960,Eagle Produce LLC,111219,,78-726-6311,martorifarms.com
9961,McDermott Inc,237990,,12-269-1694,mcdermott.com
9962,Louisiana Assn For The Blind,322230,423420,00-805-6202 - Archived Record,lablind.com
9963,Greater Austin Trnsp Co,485310,485210,15-108-2237,ztrip.com
9964,Fremont Bancorporation,551111,,00-923-6910 - Archived Record,
9965,Omega Meats I Inc,445240,,86-819-8144,
9967,Palletone Inc,321920,,07-347-7890,palletone.com
9968,Coinmach Holdings LLC,812310,,16-766-5772 - Archived Record,cscsw.com
9969,Patriot Industries Inc,315280,315280,01-685-7836 - Archived Record,patriotindustries.com
9970,Herzog Transit Services Inc,485112,,80-964-6052,herzog.com
9971,Besser Company,333120,333249,00-531-9173 - Archived Record,
9972,Canfor Southern Pine Inc,321113,321114,05-528-4368,canfor.com
9973,Richard Weatherby,111940,,03-574-9105,
9974,Ccbcc Operations LLC,312111,,14-297-8381 - Archived Record,
9975,Taher Inc,722310,811490,10-224-4142,taher.com
9976,Lahey Clinic Foundation Inc,623311,,04-170-6300 - Archived Record,lahey.org
9977,TransMontaigne PDT Svcs LLC,488999,,08-662-6678 - Archived Record,
9978,Marine Harvest Usa LLC,424460,,10-251-2501 - Archived Record,
9979,Graduate Mgt Admission Council,611710,,10-304-9185 - Archived Record,gmac.com
9980,Benedictine Health System,623311,,62-679-8177,benedictineliving.org
9981,Varex Imaging West LLC,334517,,08-083-0509 - Archived Record,vareximaging.com
9982,American Water Heater Company,423720,,00-446-0515 - Archived Record,americanwaterheater.com
9983,Koch Mineral Services LLC,324199,325311,14-169-0375,kochturf.com
9984,D&S Residential Services LP,623210,,82-628-3301 - Archived Record,
9985,Matrix Service Inc,237120,237990,78-012-8570 - Archived Record,
9986,General Atomic Tech Corp,541715,334519,85-918-1984,ga.com
9987,Reece Builders and Alum Co Inc,238170,238130,08-544-6029,reecebuilders.com
9988,Pepsi-Cola Metro Btlg Co Inc,312111,311930,00-129-4131 - Archived Record,pepsico.com
9989,Thomas D Mangelsen Inc,459920,423220,05-131-2999,mangelsen.com
9990,Demag Cranes & Components Corp,333923,,04-938-0942,demagcranes.com
9991,Fredman Bros Furniture Co Inc,423210,442110,00-542-6606 - Archived Record,
9992,Chicago Title and Trust Co,524127,,00-692-9319 - Archived Record,ctic.com
9993,Villeroy & Boch Usa Inc,449121,423320,07-744-9478,shop.villeroy-boch.com
9994,Big River Resources Llc,325110,,80-916-3152,bigriverresources.com
9995,Tei Construction Services Inc,811114,,83-551-4290,babcockpower.com
9996,Credit Suisse (usa) Inc,523110,523930,00-698-2995 - Archived Record,credit-suisse.com
9997,Liquidity Services Inc,561499,,93-335-1611 - Archived Record,
9998,Ramonas Mexican Food Pdts Inc,311830,722513,00-837-8374 - Archived Record,
9999,Logistics Insight Corp,541614,,87-721-4569 - Archived Record,4linc.com
10000,Koppers Holdings Inc,321114,325194,61-343-4856,koppers.com
10001,Adell Plastics Inc,325991,,00-306-5224 - Archived Record,
10002,Kurt J Lesker Company,333242,,01-497-9595,lesker.com
10003,Abengoa Bioenergy US Holdg LLC,325193,,02-136-6125,abengoabioenergy.com
10004,Tennessee Department Humn Svcs,923130,,87-855-6299 - Archived Record,
10005,Collins Industries Inc,621910,,05-893-3946 - Archived Record,revgroup.com
10006,Produce Alliance LLC,424480,,14-254-9166,producealliance.com
10007,Devon Self Stor Hldings US LLC,531130,,60-978-5431 - Archived Record,devonselfstorage.com
10008,Cheryl & Co,311821,,00-124-0522 - Archived Record,
10009,Tri Pointe Homes Inc,236116,,83-073-7859,tripointehomes.com
10010,Boardwalk Resources Co LLC,488999,486210,05-807-5278 - Archived Record,
10011,Midas International Corp,811112,423120,05-662-6237 - Archived Record,midas.com
10012,Adecco Inc,561320,,07-911-3258,adeccousa.com
10013,Custom Glass Solutions LLC,327211,,07-884-4922,customglasssolutions.com
10014,Skilstaf Inc,561330,,13-117-1522 - Archived Record,
